2807.31,15
2805.99,15
2804.66,25
2803.34,22
2802.01,14
2800.69,24
2799.36,16
2798.04,17
2796.71,13
2795.38,20
2794.06,15
2792.73,17
2791.4,17
2790.07,20
2788.75,12
2787.42,12
2786.09,17
2784.76,16
2783.43,17
2782.11,22
2780.78,20
2779.45,24
2778.12,17
2776.79,17
2775.46,17
2774.13,16
2772.8,20
2771.47,21
2770.14,22
2768.81,17
2767.47,21
2766.14,25
2764.81,24
2763.48,30
2762.15,24
2760.81,23
2759.48,27
2758.15,22
2756.81,30
2755.48,23
2754.15,34
2752.81,28
2751.48,19
2750.14,24
2748.81,24
2747.47,25
2746.14,28
2744.8,25
2743.47,24
2742.13,38
2740.8,30
2739.46,38
2738.12,37
2736.79,36
2735.45,32
2734.11,43
2732.77,43
2731.44,36
2730.1,40
2728.76,47
2727.42,55
2726.08,50
2724.74,67
2723.4,73
2722.06,74
2720.72,87
2719.38,72
2718.04,88
2716.7,99
2715.36,90
2714.02,99
2712.68,95
2711.34,111
2710,114
2708.66,123
2707.31,111
2705.97,116
2704.63,133
2703.29,130
2701.94,138
2700.6,167
2699.26,158
2697.91,136
2696.57,141
2695.23,165
2693.88,150
2692.54,148
2691.19,151
2689.85,150
2688.5,142
2687.15,146
2685.81,150
2684.46,136
2683.12,143
2681.77,162
2680.42,147
2679.08,131
2677.73,145
2676.38,161
2675.03,123
2673.69,111
2672.34,118
2670.99,125
2669.64,108
2668.29,97
2666.94,92
2665.59,96
2664.24,94
2662.89,80
2661.54,79
2660.19,63
2658.84,64
2657.49,62
2656.14,66
2654.79,59
2653.44,61
2652.08,66
2650.73,59
2649.38,59
2648.03,58
2646.67,69
2645.32,59
2643.97,47
2642.61,64
2641.26,48
2639.91,54
2638.55,52
2637.2,60
2635.84,51
2634.49,47
2633.13,53
2631.78,38
2630.42,45
2629.06,53
2627.71,42
2626.35,43
2625,31
2623.64,42
2622.28,32
2620.92,39
2619.57,30
2618.21,30
2616.85,35
2615.49,41
2614.13,32
2612.77,35
2611.41,38
2610.06,43
2608.7,24
2607.33,35
2605.98,31
2604.61,25
2603.25,29
2601.89,26
2600.53,30
2599.17,40
2597.81,27
2596.45,26
2595.09,34
2593.72,25
2592.36,36
2591,34
2589.63,28
2588.27,22
2586.91,40
2585.54,28
2584.18,23
2582.82,28
2581.45,21
2580.09,24
2578.72,27
2577.36,30
2575.99,27
2574.62,27
2573.26,13
2571.89,25
2570.53,21
2569.16,26
2567.79,25
2566.43,27
2565.06,24
2563.69,21
2562.32,32
2560.95,18
2559.59,30
2558.22,25
2556.85,27
2555.48,17
2554.11,26
2552.74,21
2551.37,21
2550,28
2548.63,23
2547.26,25
2545.89,21
2544.52,16
2543.15,18
2541.77,20
2540.4,18
2539.03,25
2537.66,20
2536.29,30
2534.91,15
2533.54,24
2532.17,23
2530.79,21
2529.42,19
2528.04,20
2526.67,17
2525.3,19
2523.92,19
2522.54,16
2521.17,22
2519.79,20
2518.42,15
2517.04,23
2515.67,22
2514.29,31
2512.91,17
2511.54,19
2510.16,20
2508.78,25
2507.4,15
2506.02,20
2504.65,8
2503.27,18
2501.89,23
2500.51,21
2499.13,17
2497.75,25
2496.37,27
2494.99,28
2493.61,28
2492.23,14
2490.85,21
2489.47,16
2488.09,19
2486.71,26
2485.33,16
2483.94,13
2482.56,24
2481.18,25
2479.8,17
2478.41,22
2477.03,17
2475.65,23
2474.26,24
2472.88,25
2471.49,22
2470.11,29
2468.72,24
2467.34,25
2465.95,23
2464.57,18
2463.18,27
2461.8,18
2460.41,27
2459.02,24
2457.64,23
2456.25,21
2454.86,20
2453.48,23
2452.09,22
2450.7,23
2449.31,20
2447.92,23
2446.53,24
2445.15,17
2443.76,34
2442.37,20
2440.98,21
2439.59,16
2438.2,18
2436.81,23
2435.42,18
2434.03,26
2432.63,26
2431.24,20
2429.85,18
2428.46,28
2427.07,21
2425.67,17
2424.28,11
2422.89,27
2421.5,16
2420.1,16
2418.71,11
2417.31,18
2415.92,20
2414.53,19
2413.13,20
2411.74,16
2410.34,19
2408.94,19
2407.55,20
2406.15,19
2404.76,11
2403.36,21
2401.96,14
2400.57,23
2399.17,21
2397.77,17
2396.37,11
2394.98,16
2393.58,24
2392.18,23
2390.78,9
2389.38,15
2387.98,26
2386.58,17
2385.18,25
2383.78,13
2382.38,15
2380.98,22
2379.58,16
2378.18,22
2376.78,18
2375.38,13
2373.98,16
2372.57,20
2371.17,22
2369.77,18
2368.36,11
2366.96,16
2365.56,14
2364.16,14
2362.75,17
2361.35,22
2359.94,10
2358.54,16
2357.13,14
2355.73,15
2354.32,16
2352.92,25
2351.51,14
2350.1,20
2348.7,13
2347.29,14
2345.89,19
2344.48,20
2343.07,14
2341.66,20
2340.25,19
2338.85,17
2337.44,23
2336.03,23
2334.62,16
2333.21,20
2331.8,17
2330.39,21
2328.98,13
2327.57,22
2326.16,18
2324.75,13
2323.34,24
2321.93,20
2320.52,19
2319.11,20
2317.69,17
2316.28,15
2314.87,14
2313.46,16
2312.04,22
2310.63,21
2309.22,16
2307.8,26
2306.39,15
2304.97,28
2303.56,15
2302.14,22
2300.73,21
2299.31,15
2297.9,12
2296.48,19
2295.07,19
2293.65,20
2292.23,21
2290.82,24
2289.4,23
2287.98,20
2286.56,21
2285.15,16
2283.73,24
2282.31,22
2280.89,18
2279.47,23
2278.05,18
2276.63,20
2275.21,12
2273.79,14
2272.37,26
2270.95,24
2269.53,24
2268.11,21
2266.69,30
2265.27,26
2263.85,21
2262.43,23
2261,12
2259.58,17
2258.16,23
2256.73,16
2255.31,26
2253.89,18
2252.46,24
2251.04,26
2249.61,25
2248.19,35
2246.76,27
2245.34,23
2243.92,30
2242.49,21
2241.06,24
2239.64,17
2238.21,29
2236.78,30
2235.36,26
2233.93,27
2232.5,28
2231.07,30
2229.65,28
2228.22,26
2226.79,31
2225.36,27
2223.93,25
2222.5,25
2221.07,28
2219.64,28
2218.21,30
2216.78,26
2215.35,27
2213.92,28
2212.49,32
2211.06,22
2209.63,22
2208.2,25
2206.76,23
2205.33,23
2203.9,18
2202.46,25
2201.03,30
2199.6,29
2198.16,25
2196.73,24
2195.3,27
2193.86,30
2192.43,21
2190.99,14
2189.56,13
2188.12,23
2186.68,18
2185.25,25
2183.81,13
2182.38,19
2180.94,23
2179.5,13
2178.06,21
2176.63,26
2175.19,13
2173.75,20
2172.31,24
2170.87,23
2169.43,18
2168,20
2166.55,18
2165.12,27
2163.68,25
2162.23,19
2160.79,14
2159.35,19
2157.91,19
2156.47,17
2155.03,23
2153.59,25
2152.15,18
2150.7,18
2149.26,22
2147.82,17
2146.38,26
2144.93,21
2143.49,22
2142.04,24
2140.6,15
2139.15,19
2137.71,17
2136.26,22
2134.82,19
2133.37,15
2131.93,29
2130.48,24
2129.04,26
2127.59,18
2126.14,20
2124.69,14
2123.25,18
2121.8,25
2120.35,19
2118.9,15
2117.45,19
2116.01,28
2114.56,28
2113.11,19
2111.66,22
2110.21,19
2108.76,24
2107.31,14
2105.86,18
2104.41,29
2102.95,22
2101.5,17
2100.05,22
2098.6,16
2097.15,12
2095.7,12
2094.24,20
2092.79,18
2091.34,18
2089.88,24
2088.43,18
2086.97,23
2085.52,29
2084.07,14
2082.61,25
2081.16,22
2079.7,15
2078.24,14
2076.79,26
2075.33,15
2073.88,25
2072.42,18
2070.96,12
2069.5,14
2068.05,18
2066.59,21
2065.13,24
2063.67,26
2062.21,14
2060.76,16
2059.3,21
2057.84,19
2056.38,16
2054.92,23
2053.46,17
2052,17
2050.54,26
2049.07,17
2047.61,23
2046.15,18
2044.69,19
2043.23,25
2041.77,20
2040.3,23
2038.84,23
2037.38,17
2035.91,22
2034.45,24
2032.99,22
2031.52,22
2030.06,19
2028.59,23
2027.13,23
2025.66,15
2024.2,14
2022.73,20
2021.26,19
2019.8,17
2018.33,20
2016.86,27
2015.4,25
2013.93,26
2012.46,18
2010.99,22
2009.53,17
2008.06,22
2006.59,21
2005.12,27
2003.65,26
2002.18,29
2000.71,22
1999.24,24
1997.77,23
1996.3,18
1994.83,20
1993.36,26
1991.88,23
1990.41,21
1988.94,14
1987.47,19
1985.99,23
1984.52,19
1983.05,21
1981.57,17
1980.1,20
1978.63,19
1977.15,19
1975.68,25
1974.2,18
1972.73,24
1971.25,20
1969.78,25
1968.3,22
1966.82,13
1965.35,15
1963.87,25
1962.4,22
1960.92,18
1959.44,19
1957.96,17
1956.48,29
1955.01,28
1953.53,19
1952.05,16
1950.57,20
1949.09,17
1947.61,28
1946.13,15
1944.65,22
1943.17,22
1941.69,19
1940.21,21
1938.73,19
1937.24,25
1935.76,18
1934.28,22
1932.8,24
1931.32,22
1929.83,26
1928.35,19
1926.86,22
1925.38,16
1923.9,16
1922.41,16
1920.93,13
1919.44,15
1917.96,27
1916.47,20
1914.99,22
1913.5,19
1912.01,22
1910.53,14
1909.04,18
1907.55,17
1906.07,22
1904.58,26
1903.09,23
1901.6,15
1900.11,22
1898.62,20
1897.14,26
1895.65,29
1894.16,27
1892.67,24
1891.18,19
1889.69,24
1888.2,24
1886.7,22
1885.21,22
1883.72,22
1882.23,29
1880.74,20
1879.24,21
1877.75,30
1876.26,24
1874.77,18
1873.27,25
1871.78,22
1870.28,17
1868.79,16
1867.3,20
1865.8,18
1864.31,18
1862.81,23
1861.31,21
1859.82,17
1858.32,23
1856.83,19
1855.33,22
1853.83,26
1852.33,25
1850.84,20
1849.34,23
1847.84,18
1846.34,25
1844.84,20
1843.34,15
1841.85,14
1840.35,20
1838.85,27
1837.35,23
1835.85,33
1834.34,24
1832.84,26
1831.34,27
1829.84,22
1828.34,21
1826.84,19
1825.33,21
1823.83,26
1822.33,22
1820.82,26
1819.32,22
1817.82,22
1816.31,14
1814.81,21
1813.3,22
1811.8,17
1810.29,20
1808.79,25
1807.28,15
1805.78,21
1804.27,25
1802.76,16
1801.26,20
1799.75,18
1798.24,24
1796.73,21
1795.23,23
1793.72,14
1792.21,21
1790.7,27
1789.19,21
1787.68,21
1786.17,20
1784.66,17
1783.15,24
1781.64,28
1780.13,27
1778.62,23
1777.11,22
1775.6,22
1774.09,16
1772.57,24
1771.06,22
1769.55,30
1768.03,27
1766.52,28
1765.01,19
1763.49,29
1761.98,23
1760.47,21
1758.95,24
1757.44,19
1755.92,21
1754.4,19
1752.89,23
1751.37,28
1749.86,19
1748.34,26
1746.82,24
1745.31,21
1743.79,26
1742.27,30
1740.75,18
1739.23,33
1737.71,21
1736.19,18
1734.68,26
1733.16,29
1731.64,26
1730.12,26
1728.6,25
1727.08,24
1725.55,30
1724.03,30
1722.51,23
1720.99,27
1719.47,26
1717.95,29
1716.42,23
1714.9,24
1713.38,24
1711.85,29
1710.33,23
1708.8,24
1707.28,23
1705.76,22
1704.23,18
1702.71,20
1701.18,22
1699.65,29
1698.13,23
1696.6,27
1695.08,31
1693.55,27
1692.02,23
1690.49,22
1688.96,23
1687.44,26
1685.91,22
1684.38,23
1682.85,25
1681.32,25
1679.79,24
1678.26,33
1676.73,24
1675.2,26
1673.67,17
1672.14,21
1670.61,25
1669.08,27
1667.54,18
1666.01,24
1664.48,24
1662.95,16
1661.41,21
1659.88,25
1658.35,26
1656.81,31
1655.28,22
1653.75,25
1652.21,28
1650.68,17
1649.14,20
1647.61,21
1646.07,26
1644.53,26
1643,19
1641.46,25
1639.92,29
1638.38,25
1636.85,22
1635.31,27
1633.77,26
1632.23,22
1630.69,22
1629.16,27
1627.62,31
1626.08,31
1624.54,23
1623,31
1621.46,31
1619.91,37
1618.37,26
1616.83,33
1615.29,32
1613.75,31
1612.21,29
1610.66,37
1609.12,39
1607.58,33
1606.03,44
1604.49,40
1602.95,32
1601.4,42
1599.86,51
1598.31,37
1596.77,56
1595.22,62
1593.68,55
1592.13,68
1590.58,86
1589.04,75
1587.49,101
1585.94,130
1584.4,144
1582.85,160
1581.3,193
1579.75,243
1578.21,233
1576.65,198
1575.11,173
1573.56,130
1572.01,116
1570.46,81
1568.91,87
1567.36,66
1565.81,55
1564.25,68
1562.7,56
1561.15,48
1559.6,29
1558.04,42
1556.49,48
1554.94,46
1553.39,41
1551.83,43
1550.28,47
1548.73,56
1547.17,39
1545.62,49
1544.06,58
1542.51,48
1540.95,53
1539.39,45
1537.84,54
1536.28,55
1534.72,54
1533.17,45
1531.61,57
1530.05,51
1528.49,61
1526.93,59
1525.38,50
1523.82,86
1522.26,72
1520.7,77
1519.14,83
1517.58,73
1516.02,86
1514.46,82
1512.9,96
1511.34,92
1509.78,97
1508.21,95.5
1506.65,94
1505.09,104
1503.53,99
1501.96,101
1500.4,93
1498.84,92
1497.27,104
1495.71,84
1494.14,91
1492.58,86
1491.01,96
1489.45,84
1487.88,80
1486.32,70
1484.75,73
1483.18,84
1481.62,74
1480.05,58
1478.48,57
1476.92,57
1475.35,48
1473.78,53
1472.21,46
1470.64,49
1469.07,41
1467.5,34
1465.93,40
1464.36,36
1462.79,30
1461.22,25
1459.65,25
1458.08,32
1456.51,26
1454.94,30
1453.36,31
1451.79,33
1450.22,26
1448.64,26
1447.07,40
1445.5,36
1443.92,32
1442.35,33
1440.78,22
1439.2,27
1437.63,28
1436.05,30
1434.47,25
1432.9,29
1431.32,24
1429.74,29
1428.17,31
1426.59,33
1425.01,23
1423.44,25
1421.86,33
1420.28,24
1418.7,33
1417.12,38
1415.54,25
1413.96,25
1412.38,35
1410.8,25
1409.22,32
1407.64,34
1406.06,25
1404.48,26
1402.9,25
1401.31,24
1399.73,29
1398.15,27
1396.56,30
1394.98,28
1393.4,28
1391.82,26
1390.23,33
1388.65,37
1387.06,32
1385.48,29
1383.89,34
1382.31,29
1380.72,32
1379.13,32
1377.55,33
1375.96,25
1374.37,34
1372.78,28
1371.2,28
1369.61,34
1368.02,29
1366.43,27
1364.84,27
1363.25,22
1361.67,35
1360.07,42
1358.48,27
1356.89,36
1355.3,35
1353.71,27
1352.12,33
1350.53,31
1348.94,36
1347.34,28
1345.75,42
1344.16,28
1342.57,32
1340.97,28
1339.38,28
1337.78,30
1336.19,25
1334.6,30
1333,32
1331.4,26
1329.81,23
1328.21,44
1326.62,27
1325.02,28
1323.42,29
1321.83,29
1320.23,31
1318.63,35
